Bảo hành,Tình trạng,Giá đã qua sử dụng,Tên,Giá mới,Tiết kiệm,Bảo hành mới,Công nghệ CPU,Loại CPU,Tốc độ CPU,Tốc độ tối đa,RAM,Loại RAM,Tốc độ Bus RAM,Hỗ trợ RAM tối đa,Ổ cứng,Kích thước màn hình,Độ phân giải,Công nghệ màn hình,Màn hình cảm ứng,Thiết kế card,Card đồ họa,Công nghệ âm thanh,Cổng giao tiếp,Kết nối không dây,Khe đọc thẻ nhớ,Ổ đĩa quang,Webcam,Tính năng khác,Đèn bàn phím,Loại PIN,Model Adapter,Thông tin Pin,Hệ điều hành,Kích thước,Trọng lượng,Chất liệu,Thời điểm ra mắt
"●
Bảo hành: 22 tháng chính hãng Xem thêm","●
Tình trạng máy: Có trầy xước",17.630.000₫,Lenovo IdeaPad 5 14ITL05 i5 1135G7/16GB/512GB/Win10 (82FE00KRVN),Giá máy mới: 19.990.000₫,4.160.000₫ (20%),Thời gian bảo hành: 2 năm,Intel Core i5 Tiger Lake,1135G7,2.40 GHz,Turbo Boost 4.2 GHz,16 GB,DDR4 2 khe (8 GB onboard + 8 GB onboard),3200 MHz,Không hỗ trợ nâng cấp,512 GB SSD NVMe PCIe,14 inch,Full HD (1920 x 1080),"Tấm nền IPS, Chống chói Anti Glare, Độ sáng 300 nits",Không,Card tích hợp,Intel Iris Xe Graphics,"High Definition (HD) Audio, Dolby Audio","USB Type-C (support data transfer, Power Delivery 3.0 and DisplayPort 1.2), Jack tai nghe 3.5 mm, 1 x USB 3.2, HDMI, 1 x USB 3.2 (Always on)","Wi-Fi 6 (802.11ax), Bluetooth 5.1",SD,,HD webcam,"Bảo mật vân tay, Công tắc khóa camera",Có,,Đang cập nhật,44.5 Wh,Windows 10 Home SL,,1.39,Vỏ nhựa - nắp lưng bằng kim loại,2021
"●
Bảo hành: 22.5 tháng chính hãng Xem thêm","●
Tình trạng máy: Có trầy xước",17.720.000₫,Lenovo IdeaPad 5 14ITL05 i5 1135G7/16GB/512GB/Win10 (82FE00KRVN),Giá máy mới: 19.990.000₫,4.160.000₫ (20%),Thời gian bảo hành: 2 năm,Intel Core i5 Tiger Lake,1135G7,2.40 GHz,Turbo Boost 4.2 GHz,16 GB,DDR4 2 khe (8 GB onboard + 8 GB onboard),3200 MHz,Không hỗ trợ nâng cấp,512 GB SSD NVMe PCIe,14 inch,Full HD (1920 x 1080),"Tấm nền IPS, Chống chói Anti Glare, Độ sáng 300 nits",Không,Card tích hợp,Intel Iris Xe Graphics,"High Definition (HD) Audio, Dolby Audio","USB Type-C (support data transfer, Power Delivery 3.0 and DisplayPort 1.2), Jack tai nghe 3.5 mm, 1 x USB 3.2, HDMI, 1 x USB 3.2 (Always on)","Wi-Fi 6 (802.11ax), Bluetooth 5.1",SD,,HD webcam,"Bảo mật vân tay, Công tắc khóa camera",Có,,Đang cập nhật,44.5 Wh,Windows 10 Home SL,,1.39,Vỏ nhựa - nắp lưng bằng kim loại,2021
"●
Bảo hành: 6 tháng chính hãng Xem thêm","●
Tình trạng máy: Có trầy xước",15.760.000₫,Asus VivoBook S530FN i7 8565U/8GB+16GB/1TB/2GB MX150/Win10 (BQ550T),Máy mới đã ngừng kinh doanh,,Thời gian bảo hành: 2 năm,Intel Core i7 Coffee Lake,8565U,1.80 GHz,Turbo Boost 4.6 GHz,8 GB,DDR4 (2 khe),2400 MHz,24 GB,"Intel Optane 16 GB, HDD 1 TB SATA 3",15.6 inch,Full HD (1920 x 1080),"60Hz, Tấm nền IPS, LED Backlit, Viền màn hình mỏng",Không,Card rời,"NVIDIA Geforce MX150, 2 GB",SonicMaster audio,"HDMI, USB 3.1, 2 x USB 2.0, USB Type-C","Wi-Fi 802.11 a/b/g/n/ac, Bluetooth 4.1",Micro SD,,HD webcam,Bảo mật vân tay,Có,,,3-cell Li-ion,Windows 10 Home SL,Dài 361.4 mm - Rộng 243.5 mm - Dày 18 mm,1.8 kg,Vỏ kim loại,2018
"●
Bảo hành: 9.5 tháng chính hãng Xem thêm","●
Tình trạng máy: Có trầy xước",16.430.000₫,Asus VivoBook S530FN i7 8565U/8GB+16GB/1TB/2GB MX150/Win10 (BQ550T),Máy mới đã ngừng kinh doanh,,Thời gian bảo hành: 2 năm,Intel Core i7 Coffee Lake,8565U,1.80 GHz,Turbo Boost 4.6 GHz,8 GB,DDR4 (2 khe),2400 MHz,24 GB,"Intel Optane 16 GB, HDD 1 TB SATA 3",15.6 inch,Full HD (1920 x 1080),"60Hz, Tấm nền IPS, LED Backlit, Viền màn hình mỏng",Không,Card rời,"NVIDIA Geforce MX150, 2 GB",SonicMaster audio,"HDMI, USB 3.1, 2 x USB 2.0, USB Type-C","Wi-Fi 802.11 a/b/g/n/ac, Bluetooth 4.1",Micro SD,,HD webcam,Bảo mật vân tay,Có,,,3-cell Li-ion,Windows 10 Home SL,Dài 361.4 mm - Rộng 243.5 mm - Dày 18 mm,1.8 kg,Vỏ kim loại,2018
"●
Bảo hành: 10 tháng chính hãng Xem thêm","●
Tình trạng máy: Có trầy xước",16.530.000₫,Asus VivoBook S530FN i7 8565U/8GB+16GB/1TB/2GB MX150/Win10 (BQ550T),Máy mới đã ngừng kinh doanh,,Thời gian bảo hành: 2 năm,Intel Core i7 Coffee Lake,8565U,1.80 GHz,Turbo Boost 4.6 GHz,8 GB,DDR4 (2 khe),2400 MHz,24 GB,"Intel Optane 16 GB, HDD 1 TB SATA 3",15.6 inch,Full HD (1920 x 1080),"60Hz, Tấm nền IPS, LED Backlit, Viền màn hình mỏng",Không,Card rời,"NVIDIA Geforce MX150, 2 GB",SonicMaster audio,"HDMI, USB 3.1, 2 x USB 2.0, USB Type-C","Wi-Fi 802.11 a/b/g/n/ac, Bluetooth 4.1",Micro SD,,HD webcam,Bảo mật vân tay,Có,,,3-cell Li-ion,Windows 10 Home SL,Dài 361.4 mm - Rộng 243.5 mm - Dày 18 mm,1.8 kg,Vỏ kim loại,2018
"●
Bảo hành: 10.5 tháng chính hãng Xem thêm","●
Tình trạng máy: Có trầy xước",16.620.000₫,Asus VivoBook S530FN i7 8565U/8GB+16GB/1TB/2GB MX150/Win10 (BQ550T),Máy mới đã ngừng kinh doanh,,Thời gian bảo hành: 2 năm,Intel Core i7 Coffee Lake,8565U,1.80 GHz,Turbo Boost 4.6 GHz,8 GB,DDR4 (2 khe),2400 MHz,24 GB,"Intel Optane 16 GB, HDD 1 TB SATA 3",15.6 inch,Full HD (1920 x 1080),"60Hz, Tấm nền IPS, LED Backlit, Viền màn hình mỏng",Không,Card rời,"NVIDIA Geforce MX150, 2 GB",SonicMaster audio,"HDMI, USB 3.1, 2 x USB 2.0, USB Type-C","Wi-Fi 802.11 a/b/g/n/ac, Bluetooth 4.1",Micro SD,,HD webcam,Bảo mật vân tay,Có,,,3-cell Li-ion,Windows 10 Home SL,Dài 361.4 mm - Rộng 243.5 mm - Dày 18 mm,1.8 kg,Vỏ kim loại,2018
"●
Bảo hành: 11.5 tháng chính hãng Xem thêm","●
Tình trạng máy: Có trầy xước",16.820.000₫,Asus VivoBook S530FN i7 8565U/8GB+16GB/1TB/2GB MX150/Win10 (BQ550T),Máy mới đã ngừng kinh doanh,,Thời gian bảo hành: 2 năm,Intel Core i7 Coffee Lake,8565U,1.80 GHz,Turbo Boost 4.6 GHz,8 GB,DDR4 (2 khe),2400 MHz,24 GB,"Intel Optane 16 GB, HDD 1 TB SATA 3",15.6 inch,Full HD (1920 x 1080),"60Hz, Tấm nền IPS, LED Backlit, Viền màn hình mỏng",Không,Card rời,"NVIDIA Geforce MX150, 2 GB",SonicMaster audio,"HDMI, USB 3.1, 2 x USB 2.0, USB Type-C","Wi-Fi 802.11 a/b/g/n/ac, Bluetooth 4.1",Micro SD,,HD webcam,Bảo mật vân tay,Có,,,3-cell Li-ion,Windows 10 Home SL,Dài 361.4 mm - Rộng 243.5 mm - Dày 18 mm,1.8 kg,Vỏ kim loại,2018
"●
Bảo hành: 12 tháng chính hãng Xem thêm","●
Tình trạng máy: Có trầy xước",16.910.000₫,Asus VivoBook S530FN i7 8565U/8GB+16GB/1TB/2GB MX150/Win10 (BQ550T),Máy mới đã ngừng kinh doanh,,Thời gian bảo hành: 2 năm,Intel Core i7 Coffee Lake,8565U,1.80 GHz,Turbo Boost 4.6 GHz,8 GB,DDR4 (2 khe),2400 MHz,24 GB,"Intel Optane 16 GB, HDD 1 TB SATA 3",15.6 inch,Full HD (1920 x 1080),"60Hz, Tấm nền IPS, LED Backlit, Viền màn hình mỏng",Không,Card rời,"NVIDIA Geforce MX150, 2 GB",SonicMaster audio,"HDMI, USB 3.1, 2 x USB 2.0, USB Type-C","Wi-Fi 802.11 a/b/g/n/ac, Bluetooth 4.1",Micro SD,,HD webcam,Bảo mật vân tay,Có,,,3-cell Li-ion,Windows 10 Home SL,Dài 361.4 mm - Rộng 243.5 mm - Dày 18 mm,1.8 kg,Vỏ kim loại,2018
"●
Bảo hành: 9 tháng chính hãng Xem thêm","●
Tình trạng máy: Có trầy xước",15.710.000₫,HP Pavilion 15 eg0507TU i5 1135G7/8GB/256GB/Win10 (46M06PA),Giá máy mới: 17.990.000₫,2.280.000₫ (12%),chính hãng laptop 1 năm,Intel Core i5 Tiger Lake,1135G7,2.40 GHz,Turbo Boost 4.2 GHz,8 GB,DDR4 2 khe (1 khe 4GB + 1 khe 4GB),3200 MHz,32 GB,"256 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1TB)",15.6 inch,Full HD (1920 x 1080),"Wled-backlit, Tấm nền IPS, Chống chói Anti Glare",Không,Card tích hợp,Intel Iris Xe Graphics,Bang & Olufsen audio,"Jack tai nghe 3.5 mm, HDMI, 2 x USB 3.1, USB Type-C","Bluetooth 5.0, Wi-Fi 802.11 a/b/g/n/ac",Micro SD,,HD webcam,Không,Không có đèn,,,"3-cell Li-ion, 41 Wh",Windows 10 Home SL,,1.682,Nắp lưng và chiếu nghỉ tay bằng kim loại,2021
"●
Bảo hành: 9.5 tháng chính hãng Xem thêm","●
Tình trạng máy: Có trầy xước",15.790.000₫,HP Pavilion 15 eg0507TU i5 1135G7/8GB/256GB/Win10 (46M06PA),Giá máy mới: 17.990.000₫,2.280.000₫ (12%),chính hãng laptop 1 năm,Intel Core i5 Tiger Lake,1135G7,2.40 GHz,Turbo Boost 4.2 GHz,8 GB,DDR4 2 khe (1 khe 4GB + 1 khe 4GB),3200 MHz,32 GB,"256 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1TB)",15.6 inch,Full HD (1920 x 1080),"Wled-backlit, Tấm nền IPS, Chống chói Anti Glare",Không,Card tích hợp,Intel Iris Xe Graphics,Bang & Olufsen audio,"Jack tai nghe 3.5 mm, HDMI, 2 x USB 3.1, USB Type-C","Bluetooth 5.0, Wi-Fi 802.11 a/b/g/n/ac",Micro SD,,HD webcam,Không,Không có đèn,,,"3-cell Li-ion, 41 Wh",Windows 10 Home SL,,1.682,Nắp lưng và chiếu nghỉ tay bằng kim loại,2021
"●
Bảo hành: 10.5 tháng chính hãng Xem thêm","●
Tình trạng máy: Có trầy xước",15.950.000₫,HP Pavilion 15 eg0507TU i5 1135G7/8GB/256GB/Win10 (46M06PA),Giá máy mới: 17.990.000₫,2.280.000₫ (12%),chính hãng laptop 1 năm,Intel Core i5 Tiger Lake,1135G7,2.40 GHz,Turbo Boost 4.2 GHz,8 GB,DDR4 2 khe (1 khe 4GB + 1 khe 4GB),3200 MHz,32 GB,"256 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1TB)",15.6 inch,Full HD (1920 x 1080),"Wled-backlit, Tấm nền IPS, Chống chói Anti Glare",Không,Card tích hợp,Intel Iris Xe Graphics,Bang & Olufsen audio,"Jack tai nghe 3.5 mm, HDMI, 2 x USB 3.1, USB Type-C","Bluetooth 5.0, Wi-Fi 802.11 a/b/g/n/ac",Micro SD,,HD webcam,Không,Không có đèn,,,"3-cell Li-ion, 41 Wh",Windows 10 Home SL,,1.682,Nắp lưng và chiếu nghỉ tay bằng kim loại,2021
"●
Bảo hành: 7 tháng chính hãng Xem thêm","●
Tình trạng máy: Có trầy xước",15.640.000₫,HP 340s G7 i5 1035G1/8GB/512GB/Win10 (36A35PA),Giá máy mới: 18.290.000₫,18.290.000₫,chính hãng laptop 1 năm,Intel Core i5 Ice Lake,1035G1,1.00 GHz,Turbo Boost 3.6 GHz,8 GB,DDR4 2 khe (1 khe 8GB + 1 khe rời),2666 MHz,32 GB,"512 GB SSD NVMe PCIe, Không hỗ trợ khe cắm HDD",14 inch,Full HD (1920 x 1080),"Tấm nền IPS, Chống chói Anti Glare",Không,Card tích hợp,Intel UHD Graphics,"Realtek High Definition Audio, Loa kép (2 kênh)","Jack tai nghe 3.5 mm, HDMI, 2 x USB 3.1, USB Type-C","Bluetooth 5.0, Wi-Fi 802.11 a/b/g/n/ac",SD,,HD webcam,Bảo mật vân tay,Không có đèn,,Đang cập nhật,"3-cell Li-ion, 41 Wh",Windows 10 Home SL,,1.38,Vỏ nhựa,2020
"●
Bảo hành: 11 tháng chính hãng Xem thêm","●
Tình trạng máy: Có trầy xước",16.300.000₫,HP 340s G7 i5 1035G1/8GB/512GB/Win10 (36A35PA),Giá máy mới: 18.290.000₫,18.290.000₫,chính hãng laptop 1 năm,Intel Core i5 Ice Lake,1035G1,1.00 GHz,Turbo Boost 3.6 GHz,8 GB,DDR4 2 khe (1 khe 8GB + 1 khe rời),2666 MHz,32 GB,"512 GB SSD NVMe PCIe, Không hỗ trợ khe cắm HDD",14 inch,Full HD (1920 x 1080),"Tấm nền IPS, Chống chói Anti Glare",Không,Card tích hợp,Intel UHD Graphics,"Realtek High Definition Audio, Loa kép (2 kênh)","Jack tai nghe 3.5 mm, HDMI, 2 x USB 3.1, USB Type-C","Bluetooth 5.0, Wi-Fi 802.11 a/b/g/n/ac",SD,,HD webcam,Bảo mật vân tay,Không có đèn,,Đang cập nhật,"3-cell Li-ion, 41 Wh",Windows 10 Home SL,,1.38,Vỏ nhựa,2020
"●
Bảo hành: 6 tháng tại TGDD Xem thêm","●
Tình trạng máy: Có trầy xước",15.390.000₫,HP 15s fq2559TU i5 1135G7/8GB/512GB/Win10 (46M27PA),Giá máy mới: 18.190.000₫,2.800.000₫ (15%),chính hãng laptop 1 năm,Intel Core i5 Tiger Lake,1135G7,2.40 GHz,Turbo Boost 4.2 GHz,,DDR4 2 khe (1 khe 4GB + 1 khe 4GB),3200 MHz,32 GB,512 GB SSD NVMe PCIe,15.6 inch,Full HD (1920 x 1080),"Wled-backlit, Tấm nền IPS, Chống chói Anti Glare",Không,Card tích hợp,Intel Iris Xe Graphics,Realtek High Definition Audio,"Jack tai nghe 3.5 mm, HDMI, 2 x USB 3.1, USB Type-C","Bluetooth 5.0, Wi-Fi 802.11 a/b/g/n/ac",SD,,HD webcam,Không,Không có đèn,,,"3-cell Li-ion, 41 Wh",Windows 10 Home SL,,1.592,Vỏ nhựa,2020
"●
Bảo hành: 6 tháng tại TGDD Xem thêm","●
Tình trạng máy: Có trầy xước",15.390.000₫,HP 15s fq2559TU i5 1135G7/8GB/512GB/Win10 (46M27PA),Giá máy mới: 18.190.000₫,2.800.000₫ (15%),chính hãng laptop 1 năm,Intel Core i5 Tiger Lake,1135G7,2.40 GHz,Turbo Boost 4.2 GHz,,DDR4 2 khe (1 khe 4GB + 1 khe 4GB),3200 MHz,32 GB,512 GB SSD NVMe PCIe,15.6 inch,Full HD (1920 x 1080),"Wled-backlit, Tấm nền IPS, Chống chói Anti Glare",Không,Card tích hợp,Intel Iris Xe Graphics,Realtek High Definition Audio,"Jack tai nghe 3.5 mm, HDMI, 2 x USB 3.1, USB Type-C","Bluetooth 5.0, Wi-Fi 802.11 a/b/g/n/ac",SD,,HD webcam,Không,Không có đèn,,,"3-cell Li-ion, 41 Wh",Windows 10 Home SL,,1.592,Vỏ nhựa,2020
"●
Bảo hành: 6 tháng tại TGDD Xem thêm","●
Tình trạng máy: Có trầy xước",15.390.000₫,HP 15s fq2559TU i5 1135G7/8GB/512GB/Win10 (46M27PA),Giá máy mới: 18.190.000₫,2.800.000₫ (15%),chính hãng laptop 1 năm,Intel Core i5 Tiger Lake,1135G7,2.40 GHz,Turbo Boost 4.2 GHz,,DDR4 2 khe (1 khe 4GB + 1 khe 4GB),3200 MHz,32 GB,512 GB SSD NVMe PCIe,15.6 inch,Full HD (1920 x 1080),"Wled-backlit, Tấm nền IPS, Chống chói Anti Glare",Không,Card tích hợp,Intel Iris Xe Graphics,Realtek High Definition Audio,"Jack tai nghe 3.5 mm, HDMI, 2 x USB 3.1, USB Type-C","Bluetooth 5.0, Wi-Fi 802.11 a/b/g/n/ac",SD,,HD webcam,Không,Không có đèn,,,"3-cell Li-ion, 41 Wh",Windows 10 Home SL,,1.592,Vỏ nhựa,2020
"●
Bảo hành: 8.5 tháng chính hãng Xem thêm","●
Tình trạng máy: Có trầy xước",15.800.000₫,HP 15s fq2559TU i5 1135G7/8GB/512GB/Win10 (46M27PA),Giá máy mới: 18.190.000₫,2.800.000₫ (15%),chính hãng laptop 1 năm,Intel Core i5 Tiger Lake,1135G7,2.40 GHz,Turbo Boost 4.2 GHz,,DDR4 2 khe (1 khe 4GB + 1 khe 4GB),3200 MHz,32 GB,512 GB SSD NVMe PCIe,15.6 inch,Full HD (1920 x 1080),"Wled-backlit, Tấm nền IPS, Chống chói Anti Glare",Không,Card tích hợp,Intel Iris Xe Graphics,Realtek High Definition Audio,"Jack tai nghe 3.5 mm, HDMI, 2 x USB 3.1, USB Type-C","Bluetooth 5.0, Wi-Fi 802.11 a/b/g/n/ac",SD,,HD webcam,Không,Không có đèn,,,"3-cell Li-ion, 41 Wh",Windows 10 Home SL,,1.592,Vỏ nhựa,2020
"●
Bảo hành: 9 tháng chính hãng Xem thêm","●
Tình trạng máy: Có trầy xước",15.880.000₫,HP 15s fq2559TU i5 1135G7/8GB/512GB/Win10 (46M27PA),Giá máy mới: 18.190.000₫,2.800.000₫ (15%),chính hãng laptop 1 năm,Intel Core i5 Tiger Lake,1135G7,2.40 GHz,Turbo Boost 4.2 GHz,,DDR4 2 khe (1 khe 4GB + 1 khe 4GB),3200 MHz,32 GB,512 GB SSD NVMe PCIe,15.6 inch,Full HD (1920 x 1080),"Wled-backlit, Tấm nền IPS, Chống chói Anti Glare",Không,Card tích hợp,Intel Iris Xe Graphics,Realtek High Definition Audio,"Jack tai nghe 3.5 mm, HDMI, 2 x USB 3.1, USB Type-C","Bluetooth 5.0, Wi-Fi 802.11 a/b/g/n/ac",SD,,HD webcam,Không,Không có đèn,,,"3-cell Li-ion, 41 Wh",Windows 10 Home SL,,1.592,Vỏ nhựa,2020
"●
Bảo hành: 9 tháng chính hãng Xem thêm","●
Tình trạng máy: Có trầy xước",15.880.000₫,HP 15s fq2559TU i5 1135G7/8GB/512GB/Win10 (46M27PA),Giá máy mới: 18.190.000₫,2.800.000₫ (15%),chính hãng laptop 1 năm,Intel Core i5 Tiger Lake,1135G7,2.40 GHz,Turbo Boost 4.2 GHz,,DDR4 2 khe (1 khe 4GB + 1 khe 4GB),3200 MHz,32 GB,512 GB SSD NVMe PCIe,15.6 inch,Full HD (1920 x 1080),"Wled-backlit, Tấm nền IPS, Chống chói Anti Glare",Không,Card tích hợp,Intel Iris Xe Graphics,Realtek High Definition Audio,"Jack tai nghe 3.5 mm, HDMI, 2 x USB 3.1, USB Type-C","Bluetooth 5.0, Wi-Fi 802.11 a/b/g/n/ac",SD,,HD webcam,Không,Không có đèn,,,"3-cell Li-ion, 41 Wh",Windows 10 Home SL,,1.592,Vỏ nhựa,2020
"●
Bảo hành: 9 tháng chính hãng Xem thêm","●
Tình trạng máy: Có trầy xước",15.880.000₫,HP 15s fq2559TU i5 1135G7/8GB/512GB/Win10 (46M27PA),Giá máy mới: 18.190.000₫,2.800.000₫ (15%),chính hãng laptop 1 năm,Intel Core i5 Tiger Lake,1135G7,2.40 GHz,Turbo Boost 4.2 GHz,,DDR4 2 khe (1 khe 4GB + 1 khe 4GB),3200 MHz,32 GB,512 GB SSD NVMe PCIe,15.6 inch,Full HD (1920 x 1080),"Wled-backlit, Tấm nền IPS, Chống chói Anti Glare",Không,Card tích hợp,Intel Iris Xe Graphics,Realtek High Definition Audio,"Jack tai nghe 3.5 mm, HDMI, 2 x USB 3.1, USB Type-C","Bluetooth 5.0, Wi-Fi 802.11 a/b/g/n/ac",SD,,HD webcam,Không,Không có đèn,,,"3-cell Li-ion, 41 Wh",Windows 10 Home SL,,1.592,Vỏ nhựa,2020
"●
Bảo hành: 11 tháng chính hãng Xem thêm","●
Tình trạng máy: Có trầy xước",16.210.000₫,HP 15s fq2559TU i5 1135G7/8GB/512GB/Win10 (46M27PA),Giá máy mới: 18.190.000₫,2.800.000₫ (15%),chính hãng laptop 1 năm,Intel Core i5 Tiger Lake,1135G7,2.40 GHz,Turbo Boost 4.2 GHz,,DDR4 2 khe (1 khe 4GB + 1 khe 4GB),3200 MHz,32 GB,512 GB SSD NVMe PCIe,15.6 inch,Full HD (1920 x 1080),"Wled-backlit, Tấm nền IPS, Chống chói Anti Glare",Không,Card tích hợp,Intel Iris Xe Graphics,Realtek High Definition Audio,"Jack tai nghe 3.5 mm, HDMI, 2 x USB 3.1, USB Type-C","Bluetooth 5.0, Wi-Fi 802.11 a/b/g/n/ac",SD,,HD webcam,Không,Không có đèn,,,"3-cell Li-ion, 41 Wh",Windows 10 Home SL,,1.592,Vỏ nhựa,2020
"●
Bảo hành: 11 tháng chính hãng Xem thêm","●
Tình trạng máy: Có trầy xước",16.210.000₫,HP 15s fq2559TU i5 1135G7/8GB/512GB/Win10 (46M27PA),Giá máy mới: 18.190.000₫,2.800.000₫ (15%),chính hãng laptop 1 năm,Intel Core i5 Tiger Lake,1135G7,2.40 GHz,Turbo Boost 4.2 GHz,,DDR4 2 khe (1 khe 4GB + 1 khe 4GB),3200 MHz,32 GB,512 GB SSD NVMe PCIe,15.6 inch,Full HD (1920 x 1080),"Wled-backlit, Tấm nền IPS, Chống chói Anti Glare",Không,Card tích hợp,Intel Iris Xe Graphics,Realtek High Definition Audio,"Jack tai nghe 3.5 mm, HDMI, 2 x USB 3.1, USB Type-C","Bluetooth 5.0, Wi-Fi 802.11 a/b/g/n/ac",SD,,HD webcam,Không,Không có đèn,,,"3-cell Li-ion, 41 Wh",Windows 10 Home SL,,1.592,Vỏ nhựa,2020
"●
Bảo hành: 19 tháng chính hãng Xem thêm","●
Tình trạng máy: Có trầy xước",15.380.000₫,Lenovo IdeaPad 3 15ITL6 i5 1135G7/8GB/512GB/Win10 (82H80042VN),Giá máy mới: 17.990.000₫,2.610.000₫ (14%),Thời gian bảo hành: 2 năm,Intel Core i5 Tiger Lake,1135G7,2.40 GHz,Turbo Boost 4.2 GHz,8 GB,DDR4 (On board 4GB +1 khe 4GB),3200 MHz,12 GB,"512 GB SSD NVMe PCIe, Hỗ trợ khe cắm HDD SATA",15.6 inch,Full HD (1920 x 1080),"Tấm nền TN, Chống chói Anti Glare, 250 nits",Không,Card tích hợp,Intel Iris Xe Graphics,"High Definition (HD) Audio, Dolby Audio","Jack tai nghe 3.5 mm, 1 x USB 3.2, HDMI, USB 2.0, USB Type-C","Bluetooth 5.0, Wi-Fi 802.11 a/b/g/n/ac",SD,,HD webcam,"Bản lề mở 180 độ, Công tắc khóa camera",Không có đèn,,,"Li-ion, 38 Wh",Windows 10 Home SL,,1.65,Vỏ nhựa,2021
"●
Bảo hành: 20 tháng chính hãng Xem thêm","●
Tình trạng máy: Có trầy xước",15.540.000₫,Lenovo IdeaPad 3 15ITL6 i5 1135G7/8GB/512GB/Win10 (82H80042VN),Giá máy mới: 17.990.000₫,2.610.000₫ (14%),Thời gian bảo hành: 2 năm,Intel Core i5 Tiger Lake,1135G7,2.40 GHz,Turbo Boost 4.2 GHz,8 GB,DDR4 (On board 4GB +1 khe 4GB),3200 MHz,12 GB,"512 GB SSD NVMe PCIe, Hỗ trợ khe cắm HDD SATA",15.6 inch,Full HD (1920 x 1080),"Tấm nền TN, Chống chói Anti Glare, 250 nits",Không,Card tích hợp,Intel Iris Xe Graphics,"High Definition (HD) Audio, Dolby Audio","Jack tai nghe 3.5 mm, 1 x USB 3.2, HDMI, USB 2.0, USB Type-C","Bluetooth 5.0, Wi-Fi 802.11 a/b/g/n/ac",SD,,HD webcam,"Bản lề mở 180 độ, Công tắc khóa camera",Không có đèn,,,"Li-ion, 38 Wh",Windows 10 Home SL,,1.65,Vỏ nhựa,2021
"●
Bảo hành: 20 tháng chính hãng Xem thêm","●
Tình trạng máy: Có trầy xước",15.540.000₫,Lenovo IdeaPad 3 15ITL6 i5 1135G7/8GB/512GB/Win10 (82H80042VN),Giá máy mới: 17.990.000₫,2.610.000₫ (14%),Thời gian bảo hành: 2 năm,Intel Core i5 Tiger Lake,1135G7,2.40 GHz,Turbo Boost 4.2 GHz,8 GB,DDR4 (On board 4GB +1 khe 4GB),3200 MHz,12 GB,"512 GB SSD NVMe PCIe, Hỗ trợ khe cắm HDD SATA",15.6 inch,Full HD (1920 x 1080),"Tấm nền TN, Chống chói Anti Glare, 250 nits",Không,Card tích hợp,Intel Iris Xe Graphics,"High Definition (HD) Audio, Dolby Audio","Jack tai nghe 3.5 mm, 1 x USB 3.2, HDMI, USB 2.0, USB Type-C","Bluetooth 5.0, Wi-Fi 802.11 a/b/g/n/ac",SD,,HD webcam,"Bản lề mở 180 độ, Công tắc khóa camera",Không có đèn,,,"Li-ion, 38 Wh",Windows 10 Home SL,,1.65,Vỏ nhựa,2021
"●
Bảo hành: 20.5 tháng chính hãng Xem thêm","●
Tình trạng máy: Có trầy xước",15.620.000₫,Lenovo IdeaPad 3 15ITL6 i5 1135G7/8GB/512GB/Win10 (82H80042VN),Giá máy mới: 17.990.000₫,2.610.000₫ (14%),Thời gian bảo hành: 2 năm,Intel Core i5 Tiger Lake,1135G7,2.40 GHz,Turbo Boost 4.2 GHz,8 GB,DDR4 (On board 4GB +1 khe 4GB),3200 MHz,12 GB,"512 GB SSD NVMe PCIe, Hỗ trợ khe cắm HDD SATA",15.6 inch,Full HD (1920 x 1080),"Tấm nền TN, Chống chói Anti Glare, 250 nits",Không,Card tích hợp,Intel Iris Xe Graphics,"High Definition (HD) Audio, Dolby Audio","Jack tai nghe 3.5 mm, 1 x USB 3.2, HDMI, USB 2.0, USB Type-C","Bluetooth 5.0, Wi-Fi 802.11 a/b/g/n/ac",SD,,HD webcam,"Bản lề mở 180 độ, Công tắc khóa camera",Không có đèn,,,"Li-ion, 38 Wh",Windows 10 Home SL,,1.65,Vỏ nhựa,2021
"●
Bảo hành: 20.5 tháng chính hãng Xem thêm","●
Tình trạng máy: Có trầy xước",15.620.000₫,Lenovo IdeaPad 3 15ITL6 i5 1135G7/8GB/512GB/Win10 (82H80042VN),Giá máy mới: 17.990.000₫,2.610.000₫ (14%),Thời gian bảo hành: 2 năm,Intel Core i5 Tiger Lake,1135G7,2.40 GHz,Turbo Boost 4.2 GHz,8 GB,DDR4 (On board 4GB +1 khe 4GB),3200 MHz,12 GB,"512 GB SSD NVMe PCIe, Hỗ trợ khe cắm HDD SATA",15.6 inch,Full HD (1920 x 1080),"Tấm nền TN, Chống chói Anti Glare, 250 nits",Không,Card tích hợp,Intel Iris Xe Graphics,"High Definition (HD) Audio, Dolby Audio","Jack tai nghe 3.5 mm, 1 x USB 3.2, HDMI, USB 2.0, USB Type-C","Bluetooth 5.0, Wi-Fi 802.11 a/b/g/n/ac",SD,,HD webcam,"Bản lề mở 180 độ, Công tắc khóa camera",Không có đèn,,,"Li-ion, 38 Wh",Windows 10 Home SL,,1.65,Vỏ nhựa,2021
